TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,elephant,Did you see the elephant?,0.2,0.016,JPG\,clock01a,grape01,plate01b,key01,screwdriver04b,africanelephant,blender,iron01b,toothbrush03b,comb02a,None,None,None,None,None,None,None,africanelephant,clock01a,grape01,plate01b,key01,screwdriver04b,feather03a,pineapple01a,iron01b,toothbrush03b,comb02a,broom01,toaster01,pizza,garlic01a,match,ashtray01,0,31,31,31,,,,,,,,,,,,,,,,,,,,,135.14550139999483,136.14556750000338,136.12887459999183,136.74563799999305,136.74563799999305,None,137.82759899999655,None,right,0.4330801000032807,137.82759899999655,None,138.27882859999954,None,left,0.059248500008834526,138.27882859999954,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,4,17,rake,Did you see the rake?,0.2,0.016,JPG\,brick,eraser,cucumber,ashtray01,thermometer02b,binoculars01b,lipstick02a,bowrake,grape01,earrings01,battery02b,iron01b,blender,avocado01,bowl02a,watch02a,0,bowrake,brick,eraser,cucumber,ashtray01,thermometer02b,binoculars01b,lipstick02a,screwdriver04b,grape01,earrings01,battery02b,iron01b,dice05a,avocado01,bowl02a,watch02a,0,32,32,229,,,,,,,,,,,,,,,,,,,,,138.36303439999756,139.3623942999984,139.3623942999984,139.9785969999939,139.9785969999939,None,141.02076970000053,None,right,0.6430070000060368,141.02076970000053,None,141.69549649998953,None,left,0.04299390000232961,141.69549649998953,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,4,16,Pirate flag,Did you see the Pirate flag?,0.2,0.016,JPG\,fan,tomato01,candy,screwdriver04b,umbrella04,cd,pirateflag,apple07,button01,plate01b,earrings01,blender,clock01a,envelope03a,clock04,cigarette,None,pirateflag,fan,tomato01,candy,screwdriver04b,umbrella04,cd,thermometer02b,apple07,button01,plate01b,earrings01,lighter01,clock01a,envelope03a,clock04,cigarette,0,33,33,238,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,,,,141.7691416000016,142.7791750000033,142.74571709999873,143.37002029998985,143.37002029998985,None,144.42110039999534,None,right,0.45595639999373816,144.42110039999534,None,144.8955183999933,None,left,0.06380680001166184,144.8955183999933,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,3,14,toy truck,Did you see the toy truck?,0.2,0.016,JPG\,globe,belt02a,sponge01,violin,fork03c,toytanktruck,clock01a,microscope,balloon01b,scarf,teabag,pen04b,brick,earrings01,None,None,None,toytanktruck,globe,belt02a,sponge01,violin,fork03c,tomato01,clock01a,microscope,balloon01b,scarf,teabag,pen04b,brick,earrings01,speaker04,screwdriver04b,0,34,34,311,,,,,,,resources\JPG\toytanktruck.jpg,resources\JPG\toytanktruck.jpg,resources\JPG\toytanktruck.jpg,,,,,,,,,,,,144.98203240000294,145.99585639999714,145.97904949999065,146.61399349999556,146.61399349999556,None,147.65832089999458,None,right,0.3911497000080999,147.65832089999458,None,148.07901570000104,None,left,0.0461152000061702,148.07901570000104,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,7,12,6,4,16,None,Did you see the ?,0.2,0.016,JPG\,printer02,envelope03a,potato02b,calculator01,tableknife02,cigarette,ashtray01,ruler05,broom01,greenolive,candle08b,blender,strawberry,candle01,condom,tennisball01b,None,None,printer02,envelope03a,potato02b,calculator01,tableknife02,cigarette,ashtray01,ruler05,broom01,greenolive,candle08b,battery02b,strawberry,candle01,condom,tennisball01b,0,35,35,421,,,,,,,,,,,,,,,,,,,,,148.14525590000267,149.14683220000006,149.1289611999964,149.75425549999636,149.75425549999636,None,150.85955719999038,None,right,0.5163866000075359,150.85955719999038,None,151.39532229999895,None,left,0.05571780000173021,151.39532229999895,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,6,7,5,5,12,None,Did you see the ?,0.2,0.016,JPG\,hammer01,sponge01,toaster01,cherry01,feather03a,mushroom01,measuringcup01,pencil01,tennisball01b,brick,clock04,medal02b,None,None,None,None,None,None,hammer01,sponge01,toaster01,cherry01,feather03a,mushroom01,measuringcup01,pencil01,tennisball01b,brick,clock04,medal02b,teabag,garlic01a,envelope03a,orange,0,36,36,448,,,,,,,,,,,,,,,,,,,,,151.4882418999914,152.49545370000124,152.47890170000028,153.08032690000255,153.08032690000255,None,154.2021384999971,None,right,0.5190258000075119,154.2021384999971,None,154.74530599999707,None,left,0.05461390000709798,154.74530599999707,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,sword,Did you see the sword?,0.2,0.016,JPG\,pineapple01a,leaf02a,grape01,toiletpaper01a,match,tennisball01b,spoon01,cutlass,ruler05,measuringcup01,ring01,lemon02,blender,pizza,potato02b,eraser,0,cutlass,pineapple01a,leaf02a,grape01,toiletpaper01a,match,tennisball01b,spoon01,chain01,ruler05,measuringcup01,ring01,lemon02,dice05a,pizza,potato02b,eraser,0,37,37,234,,,,,,,,,,,,,,,,,,,,,154.83552749999217,155.84555840000394,155.8287924999895,156.44161039999744,156.44161039999744,None,157.58639309999126,None,right,0.44282680000469554,157.58639309999126,None,158.0455224999896,None,left,0.055061499995645136,158.0455224999896,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,3,16,Bacon,Did you see the Bacon?,0.2,0.016,JPG\,violin,pizza,toothbrush03b,pineapple01a,banana01,ashtray01,candy,bacon,clock04,sock01a,microscope,speaker04,blender,sunglasses04,lipstick02a,blueberry01,None,bacon,violin,pizza,toothbrush03b,pineapple01a,banana01,ashtray01,candy,staples,clock04,sock01a,microscope,speaker04,calculator01,sunglasses04,lipstick02a,blueberry01,0,38,38,253,,,,,,,,,,,,,,,,,,,,,158.19034790000296,159.19552290000138,159.17878989999008,159.79395700000168,159.79395700000168,None,160.90520739999192,None,right,0.35331000000587665,160.90520739999192,None,161.27852110000094,None,left,0.07781669999531005,161.27852110000094,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,4,15,None,Did you see the ?,0.2,0.016,JPG\,celery,earrings01,key01,sunglasses04,leaf02a,toothbrush03b,dice05a,tennisball01b,scarf,globe,blender,scissors01,ring01,battery02b,feather03a,None,None,None,celery,earrings01,key01,sunglasses04,leaf02a,toothbrush03b,dice05a,tennisball01b,scarf,globe,paintbrush01,scissors01,ring01,battery02b,feather03a,bagel,0,39,39,434,,,,,,,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,,,,,161.38131129999238,162.3950743000023,162.3784572000004,163.00367859999824,163.00367859999824,None,164.02667459999793,None,right,0.5438532999978634,164.02667459999793,None,164.5951642,None,left,0.047188199998345226,164.5951642,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,4,15,Bumper car,Did you see the Bumper car?,0.2,0.016,JPG\,eraser,measuringcup01,chain01,bowl02a,ring01,bumpercar,stapler03a,ruler05,cauliflower01,celery,blender,sunglasses04,greenolive,candy,strawberry,None,None,bumpercar,eraser,measuringcup01,chain01,bowl02a,ring01,rice,stapler03a,ruler05,cauliflower01,celery,microscope,sunglasses04,greenolive,candy,strawberry,paintbrush01,0,40,40,151,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,,,164.6662295999995,165.67840259999502,165.66178539999237,166.27837859999272,166.27837859999272,None,167.34845510000014,None,right,0.879145700004301,167.34845510000014,None,168.24512089999916,None,left,0.11509390000719577,168.24512089999916,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,funnel,Did you see the funnel?,0.2,0.016,JPG\,pineapple01a,tennisball01b,computerkeyboard02,feather03a,funnel,stapler03a,violin,blueberry01,medal02b,blender,greenolive,screwdriver04b,potato02b,fork03c,bagel,None,None,funnel,pineapple01a,tennisball01b,computerkeyboard02,feather03a,belt02a,stapler03a,violin,blueberry01,medal02b,umbrella04,greenolive,screwdriver04b,potato02b,fork03c,bagel,avocado01,0,41,41,156,,,,,,,,,,,,,,,,,,,,,168.37839019999956,169.37833809999574,169.36175739999453,169.98199439999007,169.98199439999007,None,171.09332289999293,None,right,0.5154242000135127,171.09332289999293,None,171.6283506000036,None,left,0.06313100000261329,171.6283506000036,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,3,14,Whiteout,Did you see the Whiteout?,0.2,0.016,JPG\,pizza,watch02a,greenolive,cucumber,match,whiteout,scissors01,broom01,globe,cherry01,ring01,cigarette,microscope,cellphone,None,None,None,whiteout,pizza,watch02a,greenolive,cucumber,match,violin,scissors01,broom01,globe,cherry01,ring01,cigarette,microscope,cellphone,speaker04,onion,0,42,42,337,,,,,,,,,,,,,,,,,,,,,171.71943610000017,172.72865319999983,172.7119623000035,173.34428779999143,173.34428779999143,None,174.35944529999688,175.3615751999896,right,4.644929499991122,174.35944529999688,None,179.02832719999424,None,left,0.07897149999917019,179.02832719999424,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,World map,Did you see the World map?,0.2,0.016,JPG\,cigarette,ruler05,banana01,strawberry,clock01a,worldmap,spoon01,blueberry01,battery02b,pineapple01a,chain01,paintbrush01,candy,pen04b,teabag,bowl02a,None,worldmap,cigarette,ruler05,banana01,strawberry,clock01a,plate01b,spoon01,blueberry01,battery02b,pineapple01a,chain01,paintbrush01,candy,pen04b,teabag,bowl02a,0,43,43,312,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,,,,179.17107119999127,180.17815669999982,180.1614525999903,180.76344169999356,180.76344169999356,None,181.8369279999897,None,right,0.43204439998953603,181.8369279999897,None,182.29485169998952,None,left,0.048458899997058325,182.29485169998952,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,mail box,Did you see the mail box?,0.2,0.016,JPG\,paintbrush01,dice05a,watermelon01,broccoli01a,hammer01,leaf02a,match,mailbox01,blender,fan,lipstick02a,grape01,None,None,None,None,None,mailbox01,paintbrush01,dice05a,watermelon01,broccoli01a,hammer01,leaf02a,match,tennisball01b,lemon02,fan,lipstick02a,grape01,envelope03a,sponge01,condom,orange,0,44,44,20,,,,,,,,,,,,,,,,,,,,,182.36436059999687,183.37819659999514,183.36156869999832,183.9645251000038,183.9645251000038,None,185.07139169999573,186.07851469999878,right,1.1153944999969099,185.07139169999573,None,186.21174220000103,None,left,0.08090780000202358,186.21174220000103,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,dream catcher,Did you see the dream catcher?,0.2,0.016,JPG\,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,microscope,dreamcatcher,blender,scarf,clock04,sponge01,iron01b,watch02a,None,None,None,None,dreamcatcher,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,microscope,comb02a,paintbrush01,scarf,clock04,sponge01,iron01b,watch02a,celery,ring01,ashtray01,0,45,45,81,,,,,,,,,,,,,,,,,,,,,186.31865239999024,187.32844189999742,187.31165390000388,187.93297979999625,187.93297979999625,None,189.00659730000189,None,right,0.4188501000026008,189.00659730000189,None,189.4448129999946,None,left,0.06048749999899883,189.4448129999946,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,4,15,shovel,Did you see the shovel?,0.2,0.016,JPG\,carrot01,watch02a,clock04,microscope,toiletpaper01a,shovel01,umbrella04,ring01,brick,watermelon01,blender,pencil01,measuringcup01,balloon01b,computerkeyboard02,None,None,shovel01,carrot01,watch02a,clock04,microscope,toiletpaper01a,potato02b,umbrella04,ring01,brick,watermelon01,cd,pencil01,measuringcup01,balloon01b,computerkeyboard02,tennisball01b,0,46,46,186,,,,,,,,,,,,,,,,,,,,,189.53039939999871,190.5449016999919,190.52814179999405,191.13906639999186,191.13906639999186,None,192.15087669999048,None,left,0.09200260000943672,192.15087669999048,None,192.2613813999924,None,right,0.8583943999983603,192.2613813999924,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,6,7,5,3,10,Fish skeleton,Did you see the Fish skeleton?,0.2,0.016,JPG\,toaster01,garlic01a,stapler03a,fan,comb02a,fishskeleton,orange,watch02a,onion,blueberry01,None,None,None,None,None,None,None,fishskeleton,toaster01,garlic01a,stapler03a,fan,comb02a,apple07,orange,watch02a,onion,blueberry01,toiletpaper01a,fork03c,bagel,pineapple01a,scarf,eraser,0,47,47,297,,,,,,,,,,,,,,,,,,,,,193.15344379999442,194.16146299999673,194.1453438000026,194.77202219999162,194.77202219999162,None,195.7920662999968,None,right,0.43743150000227615,195.7920662999968,None,196.2612972999923,None,left,0.06840480001119431,196.2612972999923,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2A,5,A,A,6,11,5,3,14,None,Did you see the ?,0.2,0.016,JPG\,condom,candy,envelope03a,microscope,pencil01,leaf02a,scissors01,watermelon01,grape01,staples,pineapple01a,hammer01,celery,thermometer02b,None,None,None,None,condom,candy,envelope03a,microscope,pencil01,leaf02a,scissors01,watermelon01,grape01,staples,pineapple01a,hammer01,celery,thermometer02b,ring01,sewingmachine01a,0,48,48,463,,,,,,,,,,,,,,,,,,,,,196.36566799999855,197.37823989999015,197.3614658000006,197.97100239999418,197.97100239999418,None,199.11322749999817,200.1278680999967,right,1.3443311000009999,199.11322749999817,None,200.4779545999918,None,left,0.11639769999601413,200.4779545999918,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,5,17,flamingo,Did you see the flamingo?,0.2,0.016,JPG\,ruler05,belt02a,rice,screwdriver04b,candle01,apple07,flamingo,pear01,feather03a,match,thermometer02b,blender,lemon02,violin,medal02b,pineapple01a,0,flamingo,ruler05,belt02a,rice,screwdriver04b,candle01,apple07,candle08b,pear01,feather03a,match,thermometer02b,printer02,lemon02,violin,medal02b,pineapple01a,0,49,49,200,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,200.61179609999817,201.61130889999913,201.61130889999913,202.1167007999902,202.1167007999902,None,203.1342214999895,None,right,0.4928350000118371,203.1342214999895,None,203.64453979999234,None,left,0.09030980001261923,203.64453979999234,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,bowling pin,Did you see the bowling pin?,0.2,0.016,JPG\,strawberry,leaf02a,clock04,candle01,avocado01,bowlingpin,blender,earrings01,ring01,lemon02,fork03c,None,None,None,None,None,None,bowlingpin,strawberry,leaf02a,clock04,candle01,avocado01,paintbrush01,orange,earrings01,ring01,lemon02,fork03c,scissors01,cauliflower01,tableknife02,tennisball01b,thermometer02b,0,50,50,8,,,,,,,,,,,,,,,,,,,,,203.7622446000023,204.76129739999305,204.76129739999305,205.3812981999945,205.3812981999945,None,206.38931529999536,None,right,0.3759854000090854,206.38931529999536,None,206.79496679999284,None,left,0.05722119999700226,206.79496679999284,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,5,10,4,3,13,martini glass,Did you see the martini glass?,0.2,0.016,JPG\,brick,eraser,cucumber,ashtray01,martiniglass01b,binoculars01b,lipstick02a,screwdriver04b,grape01,earrings01,battery02b,iron01b,dice05a,None,None,None,None,martiniglass01b,brick,eraser,cucumber,ashtray01,thermometer02b,binoculars01b,lipstick02a,screwdriver04b,grape01,earrings01,battery02b,iron01b,dice05a,avocado01,bowl02a,watch02a,0,51,51,324,,,,,,,,,,,,,,,,,,,,,206.9134711999941,207.92780109999876,207.91115899999568,208.52766729998984,208.52766729998984,None,209.53447600000072,None,right,0.41979700000956655,209.53447600000072,None,209.97776409999642,None,left,0.047314099996583536,209.97776409999642,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,3,11,Seagull,Did you see the Seagull?,0.2,0.016,JPG\,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,seagull,pizza,candle08b,garlic01a,toaster01,None,None,None,None,None,None,seagull,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,feather03a,pizza,candle08b,garlic01a,toaster01,belt02a,cigarette,violin,lemon02,fork03c,0,52,52,267,,,,,,,,,,,,,,,,,,,,,210.05560479999986,211.06116080000356,211.04452349999337,211.6660145999922,211.6660145999922,None,212.70213639999565,None,right,0.44073079999361653,212.70213639999565,None,213.16096870000183,None,left,0.05614790000254288,213.16096870000183,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,Horseshoe,Did you see the Horseshoe?,0.2,0.016,JPG\,cigarette,ruler05,banana01,strawberry,clock01a,plate01b,spoon01,horseshoe,blender,pineapple01a,chain01,paintbrush01,None,None,None,None,None,horseshoe,cigarette,ruler05,banana01,strawberry,clock01a,plate01b,spoon01,blueberry01,battery02b,pineapple01a,chain01,paintbrush01,candy,pen04b,teabag,bowl02a,0,53,53,122,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,213.24717529999907,214.2612672999967,214.24466869999014,214.8466594999918,214.8466594999918,None,215.99016249999113,None,right,0.41754609999770764,215.99016249999113,None,216.42767730000196,None,left,0.0766416999977082,216.42767730000196,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,8,13,7,4,17,None,Did you see the ?,0.2,0.016,JPG\,clock01a,grape01,plate01b,key01,screwdriver04b,feather03a,pineapple01a,iron01b,toothbrush03b,comb02a,broom01,toaster01,blender,garlic01a,match,ashtray01,0,None,clock01a,grape01,plate01b,key01,screwdriver04b,feather03a,pineapple01a,iron01b,toothbrush03b,comb02a,broom01,toaster01,pizza,garlic01a,match,ashtray01,0,54,54,411,,,,,,,,,,,,,,,,,,,,,216.53336439999111,217.54428989998996,217.5276276999939,218.15117479999026,218.15117479999026,None,219.19093349999457,None,right,0.3734961000154726,219.19093349999457,None,219.5944479000027,None,left,0.05178229999728501,219.5944479000027,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
