TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,music sheet,Did you see the music sheet?,0.2,0.016,JPG\,sewingmachine01a,thermometer02b,sponge01,eraser,musicsheet,fork03c,pizza,violin,belt02a,blender,pineapple01a,tennisball01b,staples,cauliflower01,lemon02,None,None,musicsheet,sewingmachine01a,thermometer02b,sponge01,eraser,broccoli01a,fork03c,pizza,violin,belt02a,medal02b,pineapple01a,tennisball01b,staples,cauliflower01,lemon02,clock01a,0,182,182,220,,,,,,,,,,,,,,,,,,,,,656.5118637999985,657.5210911000031,657.5044035000028,658.1253257999924,658.1253257999924,None,659.1186758999975,None,right,0.5867981000046711,659.1186758999975,None,659.7375333999953,None,left,0.04669470000953879,659.7375333999953,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,3,14,Poker chips,Did you see the Poker chips?,0.2,0.016,JPG\,iron01b,brick,broccoli01a,balloon01b,tomato01,pokerchips,sandal,teabag,scissors01,pineapple01a,blender,measuringcup01,sock01a,book01b,None,None,None,pokerchips,iron01b,brick,broccoli01a,balloon01b,tomato01,apple07,sandal,teabag,scissors01,pineapple01a,onion,measuringcup01,sock01a,book01b,eraser,calculator01,0,183,183,201,,,,,,,,,,,,,,,,,,,,,659.8041439999943,660.8041260000027,660.8041260000027,661.4230105000024,661.4230105000024,None,662.5569981000008,None,right,0.5268301000032807,662.5569981000008,None,663.1044177000003,None,left,0.0512592000013683,663.1044177000003,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,hand,Did you see the hand?,0.2,0.016,JPG\,condom,candy,envelope03a,microscope,pencil01,leaf02a,scissors01,hand01b,grape01,staples,pineapple01a,hammer01,blender,thermometer02b,ring01,sewingmachine01a,0,hand01b,condom,candy,envelope03a,microscope,pencil01,leaf02a,scissors01,watermelon01,grape01,staples,pineapple01a,hammer01,celery,thermometer02b,ring01,sewingmachine01a,0,184,184,178,,,,,,,,,,,,,,,,,,,,,663.1946976999898,664.204464399998,664.1710624999978,664.7762559999974,664.7762559999974,None,665.8814133999986,None,right,0.49529120000079274,665.8814133999986,None,666.4041495999991,None,left,0.04342020000331104,666.4041495999991,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,Knee,Did you see the Knee?,0.2,0.016,JPG\,condom,cigarette,pen04b,bowl02a,knee,blender,binoculars01b,chain01,potato02b,None,None,None,None,None,None,None,None,knee,condom,cigarette,pen04b,bowl02a,hammer01,rice,binoculars01b,chain01,potato02b,cauliflower01,paintbrush01,ashtray01,scarf,cellphone,calculator01,leaf02a,0,185,185,108,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,666.53780369999,667.5374075,667.5374075,668.1438405999943,668.1438405999943,None,669.1539652999927,None,right,0.7919516000110889,669.1539652999927,None,669.9707318000001,None,left,0.34294810000574216,669.9707318000001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,Sand castle,Did you see the Sand castle?,0.2,0.016,JPG\,thermometer02b,candle08b,comb02a,toothbrush03b,brick,computerkeyboard02,sandcastle,blender,candy,bowl02a,clock04,None,None,None,None,None,None,sandcastle,thermometer02b,candle08b,comb02a,toothbrush03b,brick,computerkeyboard02,key01,pineapple01a,candy,bowl02a,clock04,stapler03a,teabag,medal02b,balloon01b,banana01,0,186,186,70,,,,,,,,,,,,,,,,,,,,,670.3373379999975,671.3373847000039,671.3373847000039,671.9692382999929,671.9692382999929,None,673.061629399992,None,right,0.6394805000018096,673.061629399992,None,673.7206866999913,None,left,0.06429710000520572,673.7206866999913,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,5,14,None,Did you see the ?,0.2,0.016,JPG\,strawberry,leaf02a,clock04,candle01,avocado01,paintbrush01,orange,earrings01,blender,lemon02,fork03c,scissors01,cauliflower01,tableknife02,None,None,None,None,strawberry,leaf02a,clock04,candle01,avocado01,paintbrush01,orange,earrings01,ring01,lemon02,fork03c,scissors01,cauliflower01,tableknife02,tennisball01b,thermometer02b,0,187,187,388,,,,,,,,,,,,,,,,,,,,,673.8065367999952,674.8207247999962,674.8040138999932,675.4199269999954,675.4199269999954,None,676.4309094999917,None,right,0.6820884000044316,676.4309094999917,None,677.1373248000018,None,left,0.06034709999221377,677.1373248000018,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,5,16,sword,Did you see the sword?,0.2,0.016,JPG\,chain01,speaker04,avocado01,watermelon01,scarf,sword01,lamp04a,fork03c,toaster01,stapler03a,blender,cucumber,teabag,ashtray01,computerkeyboard02,book01b,None,sword01,chain01,speaker04,avocado01,watermelon01,scarf,comb02a,lamp04a,fork03c,toaster01,stapler03a,scissors01,cucumber,teabag,ashtray01,computerkeyboard02,book01b,0,188,188,190,,,,,,,,,,,,,,,,,,,,,677.2205586999917,678.2207380999898,678.2041574000032,678.8067624999967,678.8067624999967,None,679.8200783999928,None,right,0.5799783999973442,679.8200783999928,None,680.420584099993,None,left,0.04942090000258759,680.420584099993,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,Snowboard,Did you see the Snowboard?,0.2,0.016,JPG\,belt02a,measuringcup01,spoon01,chain01,greenolive,snowboard,blender,onion,fan,strawberry,candle01,broom01,None,None,None,None,None,snowboard,belt02a,measuringcup01,spoon01,chain01,greenolive,candle08b,computerkeyboard02,onion,fan,strawberry,candle01,broom01,binoculars01b,ashtray01,stapler03a,pear01,0,189,189,49,,,,,,,,,,,,,,,,,,,,,680.491334499995,681.5040927999944,681.4874036999972,682.089545099996,682.089545099996,None,683.1626382999966,None,right,0.6551659999968251,683.1626382999966,None,683.837174100001,None,left,0.04235289999633096,683.837174100001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,4,15,Witch hat,Did you see the Witch hat?,0.2,0.016,JPG\,pizza,watch02a,greenolive,cucumber,match,witchhat,scissors01,broom01,globe,cherry01,blender,cigarette,microscope,cellphone,speaker04,None,None,witchhat,pizza,watch02a,greenolive,cucumber,match,violin,scissors01,broom01,globe,cherry01,ring01,cigarette,microscope,cellphone,speaker04,onion,0,190,190,147,,,,,,,,,,,,,,,,,,,,,683.9038128999964,684.9038322999986,684.9038322999986,685.5296369999996,685.5296369999996,None,686.6693973999936,None,right,0.6594426999945426,686.6693973999936,None,687.3537120999972,None,left,0.048055099992780015,687.3537120999972,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,Toilet,Did you see the Toilet?,0.2,0.016,JPG\,thermometer02b,avocado01,scissors01,tennisball01b,toilet,blender,strawberry,cigarette,potato02b,None,None,None,None,None,None,None,None,toilet,thermometer02b,avocado01,scissors01,tennisball01b,medal02b,banana01,strawberry,cigarette,potato02b,pineapple01a,microscope,bagel,screwdriver04b,celery,garlic01a,sunglasses04,0,191,191,93,,,,,,,,,,,,,,,,,,,,,687.4204013999988,688.4206512999954,688.4206512999954,689.0228307999932,689.0228307999932,None,690.0370587999932,None,right,0.8769910000119125,690.0370587999932,None,690.9370308999933,None,left,0.03982789999281522,690.9370308999933,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,Sheep,Did you see the Sheep?,0.2,0.016,JPG\,celery,orange,scissors01,balloon01b,avocado01,printer02,mushroom01,sheep,blender,dice05a,ashtray01,fan,None,None,None,None,None,sheep,celery,orange,scissors01,balloon01b,avocado01,printer02,mushroom01,sewingmachine01a,lighter01,dice05a,ashtray01,fan,cd,sock01a,sunglasses04,feather03a,0,192,192,71,,,,,,,,,,,,,,,,,,,,,691.0091073999938,692.020534299998,692.003893599991,692.6195276999933,692.6195276999933,None,693.7294094999961,None,right,0.6848860000027344,693.7294094999961,None,694.437281999999,None,left,0.06854919999022968,694.437281999999,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,bridge,Did you see the bridge?,0.2,0.016,JPG\,speaker04,sewingmachine01a,eraser,violin,globe,belt02a,sunglasses04,bridge,blender,greenolive,umbrella04,pear01,None,None,None,None,None,bridge,speaker04,sewingmachine01a,eraser,violin,globe,belt02a,sunglasses04,bagel,cd,greenolive,umbrella04,pear01,watch02a,screwdriver04b,banana01,cigarette,0,193,193,78,,,,,,,,,,,,,,,,,,,,,694.5420123999938,695.5537845999934,695.53713099999,696.1557479999901,696.1557479999901,None,697.2238866999978,698.2370018999936,left,1.100013699993724,697.2238866999978,None,698.3536157999915,None,right,0.06100330001208931,698.3536157999915,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,5,10,4,5,15,None,Did you see the ?,0.2,0.016,JPG\,pineapple01a,leaf02a,grape01,toiletpaper01a,match,tennisball01b,spoon01,chain01,ruler05,blender,ring01,lemon02,dice05a,pizza,potato02b,None,None,None,pineapple01a,leaf02a,grape01,toiletpaper01a,match,tennisball01b,spoon01,chain01,ruler05,measuringcup01,ring01,lemon02,dice05a,pizza,potato02b,eraser,0,194,194,424,,,,,,,,,,,,,,,,,,,,,698.4384627999971,699.4535998999927,699.4369241999957,700.0554720999935,700.0554720999935,None,701.1130694000021,None,right,0.947835999992094,701.1130694000021,None,702.0869660000026,None,left,0.05969580000964925,702.0869660000026,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,Toolbox,Did you see the Toolbox?,0.2,0.016,JPG\,binoculars01b,speaker04,sandal,envelope03a,plate01b,comb02a,toolbox02,blender,measuringcup01,key01,medal02b,lamp04a,tennisball01b,None,None,None,None,toolbox02,binoculars01b,speaker04,sandal,envelope03a,plate01b,comb02a,battery02b,chain01,measuringcup01,key01,medal02b,lamp04a,tennisball01b,pizza,cigarette,sunglasses04,0,195,195,118,,,,,,,,,,,,,,,,,,,,,702.174056399992,703.1869574000011,703.1702890000015,703.7970761999895,703.7970761999895,None,704.8241866000026,None,right,0.49155200000677723,704.8241866000026,None,705.3369385999977,None,left,0.05452530000184197,705.3369385999977,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,Bee,Did you see the Bee?,0.2,0.016,JPG\,fork03c,staples,dice05a,belt02a,honeybee,watch02a,key01,globe,eraser,blender,greenolive,shirt02,candle08b,cigarette,garlic01a,None,None,honeybee,fork03c,staples,dice05a,belt02a,onion,watch02a,key01,globe,eraser,medal02b,greenolive,shirt02,candle08b,cigarette,garlic01a,comb02a,0,196,196,196,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,,705.4219874999981,706.4368095999962,706.4201900999906,707.0188318,707.0188318,None,708.0550418999919,None,right,0.4588946000149008,708.0550418999919,None,708.5367733000021,None,left,0.06392200000118464,708.5367733000021,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,5,6,4,4,10,paper airplane,Did you see the paper airplane?,0.2,0.016,JPG\,thermometer02b,avocado01,scissors01,tennisball01b,paperairplane,banana01,strawberry,cigarette,potato02b,pineapple01a,None,None,None,None,None,None,None,paperairplane,thermometer02b,avocado01,scissors01,tennisball01b,medal02b,banana01,strawberry,cigarette,potato02b,pineapple01a,microscope,bagel,screwdriver04b,celery,garlic01a,sunglasses04,0,197,197,283,,,,,,,,,,,,,,,,,,,,,708.6201002000016,709.6201169999986,709.6201169999986,710.226104699992,710.226104699992,None,711.3168025999912,None,right,0.5196817999967607,711.3168025999912,None,711.8534564000001,None,left,0.08269969999673776,711.8534564000001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,scorpion,Did you see the scorpion?,0.2,0.016,JPG\,fan,tomato01,candy,screwdriver04b,scorpion,cd,thermometer02b,apple07,button01,blender,earrings01,lighter01,clock01a,envelope03a,clock04,None,None,scorpion,fan,tomato01,candy,screwdriver04b,umbrella04,cd,thermometer02b,apple07,button01,plate01b,earrings01,lighter01,clock01a,envelope03a,clock04,cigarette,0,198,198,143,,,,,,,,,,,,,,,,,,,,,711.9555914999946,712.9701272999955,712.9536236999993,713.5687431999977,713.5687431999977,None,714.6407184999989,None,right,0.3595379000034882,714.6407184999989,None,715.0203280999995,None,left,0.045726900003501214,715.0203280999995,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,5,10,4,3,13,pin,Did you see the pin?,0.2,0.016,JPG\,candle01,fork03c,plate01b,violin,pin,candy,calculator01,paintbrush01,cherry01,sock01a,teabag,banana01,cd,None,None,None,None,pin,candle01,fork03c,plate01b,violin,computerkeyboard02,candy,calculator01,paintbrush01,cherry01,sock01a,teabag,banana01,cd,lighter01,book01b,tennisball01b,0,199,199,322,,,,,,,,,,,,,,,,,,,,,715.0917266999895,716.103429099996,716.0869572999945,716.6846900999954,716.6846900999954,None,717.846567799992,None,right,0.8750556000013603,717.846567799992,None,718.7533200000034,None,left,0.05178670000168495,718.7533200000034,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,snowman,Did you see the snowman?,0.2,0.016,JPG\,comb02a,watch02a,scissors01,dice05a,tableknife02,snowman,blender,printer02,staples,spoon01,ashtray01,battery02b,None,None,None,None,None,snowman,comb02a,watch02a,scissors01,dice05a,tableknife02,sponge01,pencil01,printer02,staples,spoon01,ashtray01,battery02b,cherry01,binoculars01b,belt02a,toaster01,0,200,200,4,,,,,,,,,,,,,,,,,,,,,718.8380197999941,719.8534412000008,719.8367694999906,720.4461392999947,720.4461392999947,None,721.467167099996,None,right,0.5810363000055077,721.467167099996,None,722.0698903000011,None,left,0.04436070000519976,722.0698903000011,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,3,13,Raccoon,Did you see the Raccoon?,0.2,0.016,JPG\,belt02a,measuringcup01,spoon01,chain01,raccoon,candle08b,computerkeyboard02,onion,fan,blender,candle01,broom01,binoculars01b,None,None,None,None,raccoon,belt02a,measuringcup01,spoon01,chain01,greenolive,candle08b,computerkeyboard02,onion,fan,strawberry,candle01,broom01,binoculars01b,ashtray01,stapler03a,pear01,0,201,201,239,,,,,,,,,,,,,,,,,,,,,722.1404374999984,723.1532772999926,723.136574499993,723.7388499999943,723.7388499999943,None,724.7762781999918,725.7866867999983,right,1.1118157000018982,724.7762781999918,None,725.9201382000028,None,left,0.5276168000127655,725.9201382000028,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,4,12,cow,Did you see the cow?,0.2,0.016,JPG\,fork03c,plate01b,toiletpaper01a,greenolive,rice,blueberry01,cow,blender,envelope03a,orange,book01b,pencil01,None,None,None,None,None,cow,fork03c,plate01b,toiletpaper01a,greenolive,rice,blueberry01,onion,calculator01,envelope03a,orange,book01b,pencil01,sewingmachine01a,brick,watermelon01,pen04b,0,202,202,59,,,,,,,,,,,,,,,,,,,,,726.4751825999992,727.4866614999919,727.470006100004,728.0634289000009,728.0634289000009,None,729.1797675999987,730.1864328999945,right,1.8436220000003232,729.1797675999987,None,731.0531158999947,None,left,0.05615600000601262,731.0531158999947,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,3,11,Snowshoe,Did you see the Snowshoe?,0.2,0.016,JPG\,bowl02a,mushroom01,strawberry,match,cherry01,eraser,snowshoe,thermometer02b,sock01a,ring01,feather03a,None,None,None,None,None,None,snowshoe,bowl02a,mushroom01,strawberry,match,cherry01,eraser,hammer01,thermometer02b,sock01a,ring01,feather03a,banana01,toiletpaper01a,key01,sponge01,teabag,0,203,203,286,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,731.1384557999991,732.1530899999925,732.1364602999965,732.6417048000003,732.6417048000003,None,733.6709596000001,None,right,0.44747140000981744,733.6709596000001,None,734.1366232,None,left,0.05346300000383053,734.1366232,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,lawn mower,Did you see the lawn mower?,0.2,0.016,JPG\,battery02b,sunglasses04,pear01,tennisball01b,clock01a,speaker04,binoculars01b,lawnmower,blender,pineapple01a,avocado01,grape01,blueberry01,violin,None,None,None,lawnmower,battery02b,sunglasses04,pear01,tennisball01b,clock01a,speaker04,binoculars01b,spoon01,umbrella04,pineapple01a,avocado01,grape01,blueberry01,violin,strawberry,sock01a,0,204,204,46,,,,,,,,,,,,,,,,,,,,,734.2196541000012,735.2196525000036,735.203065099995,735.8232384000003,735.8232384000003,None,736.8273808999948,None,right,0.4317592000006698,736.8273808999948,None,737.2863951000036,None,left,0.049534400008269586,737.2863951000036,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,3,12,None,Did you see the ?,0.2,0.016,JPG\,dice05a,watch02a,ruler05,lighter01,button01,strawberry,paintbrush01,microscope,blender,pen04b,feather03a,stapler03a,None,None,None,None,None,None,dice05a,watch02a,ruler05,lighter01,button01,strawberry,paintbrush01,microscope,plate01b,pen04b,feather03a,stapler03a,carrot01,shirt02,globe,garlic01a,0,205,205,358,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,,,737.3828293999977,738.3866829999897,738.3699296999985,738.9720208999934,738.9720208999934,None,740.0652816999936,None,right,0.3623084000137169,740.0652816999936,None,740.4529697999969,None,left,0.02741940000851173,740.4529697999969,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,6,7,5,4,11,None,Did you see the ?,0.2,0.016,JPG\,broccoli01a,scissors01,toothbrush03b,condom,iron01b,brick,blender,toiletpaper01a,cd,garlic01a,carrot01,None,None,None,None,None,None,None,broccoli01a,scissors01,toothbrush03b,condom,iron01b,brick,hammer01,toiletpaper01a,cd,garlic01a,carrot01,banana01,envelope03a,battery02b,balloon01b,broom01,0,206,206,394,,,,,,,,,,,,,,,,,,,,,740.5029561999982,741.5032332999981,741.5032332999981,742.1122804999904,742.1122804999904,None,743.151237500002,None,right,0.8706595000112429,743.151237500002,None,744.0529479999968,None,left,0.04810369999904651,744.0529479999968,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,finger print,Did you see the finger print?,0.2,0.016,JPG\,chain01,pen04b,bowl02a,watermelon01,broom01,scissors01,measuringcup01,fingerprint,blender,calculator01,ashtray01,feather03a,sewingmachine01a,thermometer02b,None,None,None,fingerprint,chain01,pen04b,bowl02a,watermelon01,broom01,scissors01,measuringcup01,candle01,hammer01,calculator01,ashtray01,feather03a,sewingmachine01a,thermometer02b,umbrella04,blueberry01,0,207,207,62,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,,744.128913099994,745.1362388999987,745.1195482000039,745.7221556000004,745.7221556000004,None,746.7487603999907,747.752796300003,right,1.461849599989364,746.7487603999907,None,748.2362079000013,None,left,0.05123060000187252,748.2362079000013,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,4,16,coffee machine,Did you see the coffee machine?,0.2,0.016,JPG\,sock01a,spoon01,umbrella04,comb02a,printer02,medal02b,coffeemachine,bagel,greenolive,computerkeyboard02,cauliflower01,blender,teabag,watermelon01,battery02b,potato02b,None,coffeemachine,sock01a,spoon01,umbrella04,comb02a,printer02,medal02b,lamp04a,bagel,greenolive,computerkeyboard02,cauliflower01,scarf,teabag,watermelon01,battery02b,potato02b,0,208,208,257,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,,,,,,748.3276960999938,749.3361509999959,749.3195247999975,749.9470852999948,749.9470852999948,None,751.0311909000011,None,right,0.5756946000037715,751.0311909000011,None,751.63640019999,None,left,0.058433800004422665,751.63640019999,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,4,13,None,Did you see the ?,0.2,0.016,JPG\,fork03c,staples,dice05a,belt02a,onion,watch02a,key01,globe,blender,medal02b,greenolive,shirt02,candle08b,None,None,None,None,None,fork03c,staples,dice05a,belt02a,onion,watch02a,key01,globe,eraser,medal02b,greenolive,shirt02,candle08b,cigarette,garlic01a,comb02a,0,209,209,386,,,,,,,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,,751.7251344999968,752.736359100003,752.7196618000016,753.3172904999956,753.3172904999956,None,754.4063231999899,None,right,0.47645010000269394,754.4063231999899,None,754.90283549999,None,left,0.055564399997820146,754.90283549999,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,7,8,6,5,13,mail box,Did you see the mail box?,0.2,0.016,JPG\,candle01,shirt02,brick,orange,greenolive,toothbrush03b,communitymailbox,thermometer02b,book01b,toiletpaper01a,sewingmachine01a,toaster01,candy,None,None,None,None,communitymailbox,candle01,shirt02,brick,orange,greenolive,toothbrush03b,pizza,thermometer02b,book01b,toiletpaper01a,sewingmachine01a,toaster01,candy,bagel,potato02b,plate01b,0,210,210,301,,,,,,,,,,,,,,,,,,,,,754.9884143999952,756.0026790999982,755.9860521999944,756.5870990999974,756.5870990999974,None,757.6644892999902,None,right,0.3159546999959275,757.6644892999902,None,758.0027548999933,None,left,0.0635183000122197,758.0027548999933,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,6,7,5,3,10,None,Did you see the ?,0.2,0.016,JPG\,thermometer02b,avocado01,scissors01,tennisball01b,medal02b,banana01,blender,cigarette,potato02b,pineapple01a,None,None,None,None,None,None,None,None,thermometer02b,avocado01,scissors01,tennisball01b,medal02b,banana01,strawberry,cigarette,potato02b,pineapple01a,microscope,bagel,screwdriver04b,celery,garlic01a,sunglasses04,0,211,211,378,,,,,,,,,,,,,,,,,,,,,758.0927091999911,759.1028388999985,759.0863836999924,759.696657499997,759.696657499997,None,760.7666793999961,None,right,0.5257461000146577,760.7666793999961,None,761.3196032999986,None,right,0.27917100000195205,761.3196032999986,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
